Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/09 7:24:57 PM GMT+5:30,63,Others,Once a month,Beauty and Personal Care;others,Sometimes,Few times a week,Keyword,Multiple pages,1,No,Rarely,High shipping costs,Often,Yes,Heavily,Sometimes,4,No,2,5,Customer service,better app interface and lower shipping charges,775645
2023/06/11 11:15:03 PM GMT+5:30,47,Prefer not to say,Once a week,Clothing and Fashion;others,Yes,Few times a month,Filter,First page,1,No,Rarely,others,Rarely,No,Heavily,Yes,3,Sometimes,1,4,Product recommendations,I don't have any problem with Amazon,762559
2023/06/05 8:49:12 PM GMT+5:30,29,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,4,Maybe,Often,High shipping costs,Often,Yes,Rarely,Yes,1,No,5,2,User-friendly website/app interface,Add more familiar brands to the list,100424
2023/06/04 1:28:19 PM GMT+5:30,32,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,1,Yes,Never,High shipping costs,Often,No,Rarely,Yes,2,No,5,3,Product recommendations,User interface of app,329157
2023/06/06 6:37:26 PM GMT+5:30,61,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple times a day,Filter,Multiple pages,3,No,Rarely,others,Never,No,Never,Sometimes,5,No,5,5,Customer service ,better app interface and lower shipping charges,115625
2023/06/07 11:05:19 PM GMT+5:30,37,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Keyword,Multiple pages,1,Yes,Often,others,Rarely,No,Occasionally,No,2,Sometimes,2,2,Wide product selection,.,433954
2023/06/07 2:40:30 PM GMT+5:30,63,Prefer not to say,Once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Rarely,others,Multiple pages,4,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Never,No,3,Sometimes,3,3,Quick delivery,Quality of product is very poor according to the big offers,750803
2023/06/04 2:30:44 PM GMT+5:30,52,Female,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,categories,First page,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,4,Sometimes,5,4,Wide product selection,Customer service responsiveness,973795
2023/06/11 11:25:09 PM GMT+5:30,35,Female,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,First page,4,Maybe,Often,others,Sometimes,Yes,Never,No,2,Sometimes,3,3,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,465687
2023/06/06 6:40:27 PM GMT+5:30,6,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,No,Few times a week,Filter,First page,3,No,Rarely,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,3,No,3,2,Quick delivery,Reducing packaging waste,118730
2023/06/06 6:38:45 PM GMT+5:30,48,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Keyword,First page,1,Yes,Sometimes,High shipping costs,Sometimes,No,Occasionally,Sometimes,1,Yes,2,3,Wide product selection,Product quality and accuracy,309018
2023/06/08 10:40:33 PM GMT+5:30,6,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,others,First page,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Heavily,Sometimes,4,Sometimes,4,4,All the above,Irrelevant product suggestions,803317
2023/06/05 8:47:42 PM GMT+5:30,39,Others,Few times a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,nan,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Never,No,Moderately,No,3,Sometimes,3,3,All the above,Reducing packaging waste,597837
2023/06/05 8:50:24 PM GMT+5:30,61,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Multiple times a day,categories,Multiple pages,2,Yes,Rarely,High shipping costs,Often,Yes,Rarely,Sometimes,3,Yes,3,4,User-friendly website/app interface,Irrelevant product suggestions,153307
2023/06/05 10:07:33 PM GMT+5:30,7,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,No,3,No,2,5,Product recommendations,Add more familiar brands to the list,328176
2023/06/12 2:49:47 PM GMT+5:30,3,Others,Multiple times a week,others,Sometimes,Multiple times a day,Filter,Multiple pages,4,Yes,Never,Found a better price elsewhere,Never,Yes,Moderately,No,3,No,4,2,Competitive prices,Product quality and accuracy,336476
2023/06/07 10:58:27 AM GMT+5:30,57,Others,Once a month,Clothing and Fashion,No,Multiple times a day,others,Multiple pages,4,Yes,Never,others,Always,Yes,Rarely,Sometimes,5,Yes,3,4,Customer service ,No problems with Amazon,887791
2023/06/09 3:17:31 PM GMT+5:30,17,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Always,No,Rarely,Sometimes,4,Yes,1,3,.,better app interface and lower shipping charges,893837
2023/06/11 11:16:58 PM GMT+5:30,38,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,categories,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Never,No,1,Sometimes,4,1,Competitive prices,User interface ,141617
2023/06/09 2:40:21 PM GMT+5:30,53,Male,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Maybe,Never,others,Never,Yes,Moderately,Sometimes,5,Yes,5,4,Customer service ,Customer service responsiveness,394815
2023/06/05 9:20:17 AM GMT+5:30,67,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a week,nan,Multiple pages,4,No,Often,Found a better price elsewhere,Always,Yes,Occasionally,No,4,Yes,2,2,User-friendly website/app interface,Nothing,529209
2023/06/11 11:24:21 PM GMT+5:30,7,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,3,No,Never,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,5,Sometimes,5,2,.,Customer service responsiveness,801283
2023/06/08 3:26:38 AM GMT+5:30,39,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,others,First page,3,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,Sometimes,1,4,Product recommendations,Quality of product is very poor according to the big offers,728635
2023/06/07 12:50:13 PM GMT+5:30,35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,categories,First page,1,Yes,Rarely,High shipping costs,Never,No,Occasionally,Sometimes,3,Yes,3,4,Competitive prices,Quality of product is very poor according to the big offers,336630
2023/06/05 1:28:44 PM GMT+5:30,49,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,Keyword,First page,4,Yes,Never,High shipping costs,Sometimes,No,Moderately,Yes,3,Sometimes,3,5,Quick delivery,better app interface and lower shipping charges,168890
2023/06/06 6:35:14 PM GMT+5:30,61,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Yes,Rarely,Keyword,Multiple pages,1,No,Rarely,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,5,No,5,3,.,Shipping speed and reliability,777413
2023/06/06 7:10:14 PM GMT+5:30,56,Female,Few times a month,Groceries and Gourmet Food,Sometimes,Rarely,nan,First page,4,Maybe,Rarely,Found a better price elsewhere,Always,No,Moderately,Yes,5,Yes,2,1,Competitive prices,Reducing packaging waste,849336
2023/06/11 9:15:38 PM GMT+5:30,24,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,1,Yes,Never,Found a better price elsewhere,Never,No,Occasionally,Sometimes,1,Yes,5,1,All the above,Customer service responsiveness,438753
2023/06/09 3:23:38 PM GMT+5:30,66,Male,Less than once a month,others,No,Few times a month,others,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,2,No,2,2,Customer service ,Reducing packaging waste,759714
2023/06/07 4:10:33 PM GMT+5:30,29,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Often,Yes,Occasionally,No,1,Yes,2,3,Wide product selection,Reducing packaging waste,696883
2023/06/08 6:39:59 PM GMT+5:30,38,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,Multiple pages,2,No,Sometimes,others,Always,No,Moderately,Yes,5,Yes,2,4,Customer service ,Nothing,125732
2023/06/06 8:01:47 PM GMT+5:30,57,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,nan,First page,4,Maybe,Sometimes,High shipping costs,Always,No,Rarely,No,3,No,5,1,Customer service ,Product quality and accuracy,772904
2023/06/12 3:53:28 PM GMT+5:30,44,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,others,First page,2,Maybe,Rarely,Changed my mind or no longer need the item,Often,No,Rarely,Yes,2,No,5,1,User-friendly website/app interface,Scrolling option would be much better than going to next page,512592
2023/06/05 2:10:33 PM GMT+5:30,5,Others,Few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,3,Yes,Often,others,Rarely,No,Moderately,No,2,No,4,2,All the above,User interface ,120508
2023/06/06 6:35:14 PM GMT+5:30,48,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,categories,First page,3,No,Often,Found a better price elsewhere,Always,Yes,Moderately,No,1,No,2,4,User-friendly website/app interface,I don't have any problem with Amazon,927083
2023/06/10 2:41:51 PM GMT+5:30,59,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,others,First page,2,No,Rarely,others,Rarely,No,Occasionally,No,1,Yes,4,5,User-friendly website/app interface,I don't have any problem with Amazon,261149
2023/06/07 11:41:56 AM GMT+5:30,26,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Rarely,Keyword,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,4,Sometimes,2,1,Product recommendations,Customer service responsiveness,905752
2023/06/08 5:31:03 PM GMT+5:30,37,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,others,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,No,Rarely,Yes,2,No,1,4,Customer service,.,833467
2023/06/09 3:19:53 PM GMT+5:30,42,Others,Once a month,Groceries and Gourmet Food,Yes,Few times a month,Filter,Multiple pages,2,Yes,Always,High shipping costs,Sometimes,Yes,Rarely,Yes,5,Sometimes,3,2,Customer service ,UI,198428
2023/06/12 3:52:33 PM GMT+5:30,25,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Rarely,Keyword,First page,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Rarely,Sometimes,2,No,1,5,Customer service ,No problems with Amazon,243558
2023/06/08 5:59:25 PM GMT+5:30,66,Others,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Rarely,nan,First page,5,No,Sometimes,High shipping costs,Rarely,No,Heavily,Sometimes,4,Sometimes,1,1,Customer service,Nothing,963438
2023/06/05 1:54:28 PM GMT+5:30,36,Prefer not to say,Few times a month,others,No,Rarely,nan,First page,1,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,4,Yes,5,1,Quick delivery,Product quality and accuracy,358277
2023/06/07 2:33:56 PM GMT+5:30,48,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,5,No,Rarely,Found a better price elsewhere,Always,Yes,Occasionally,Yes,1,No,5,1,.,Product quality and accuracy,809168
2023/06/12 3:49:27 PM GMT+5:30,35,Others,Less than once a month,Beauty and Personal Care;others,Yes,Multiple times a day,Keyword,First page,1,No,Often,Found a better price elsewhere,Often,Yes,Heavily,No,2,Yes,5,3,Competitive prices,Nothing,284594
2023/06/05 4:50:33 PM GMT+5:30,58,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,categories,Multiple pages,2,No,Never,Changed my mind or no longer need the item,Rarely,Yes,Never,No,4,Yes,2,5,Product recommendations,Nil,364519
2023/06/06 8:56:17 PM GMT+5:30,6,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Filter,First page,3,Maybe,Never,Changed my mind or no longer need the item,Always,No,Rarely,Sometimes,3,Yes,3,4,Wide product selection,Product quality and accuracy,443926
2023/06/09 10:26:26 AM GMT+5:30,36,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,5,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,4,No,4,2,.,better app interface and lower shipping charges,849977
2023/06/08 9:39:55 PM GMT+5:30,54,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,Filter,First page,5,Yes,Rarely,others,Rarely,Yes,Rarely,Yes,4,Yes,3,1,.,better app interface and lower shipping charges,222886
2023/06/08 5:36:14 PM GMT+5:30,49,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,First page,5,Maybe,Never,others,Always,Yes,Heavily,Yes,4,Sometimes,2,1,Wide product selection,Product quality and accuracy,358292
2023/06/06 10:36:14 AM GMT+5:30,31,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,categories,Multiple pages,4,No,Never,Changed my mind or no longer need the item,Often,No,Rarely,No,5,No,5,5,User-friendly website/app interface,Scrolling option would be much better than going to next page,252532
2023/06/08 10:13:41 PM GMT+5:30,39,Others,Once a month,Clothing and Fashion,Sometimes,Few times a week,nan,Multiple pages,5,Maybe,Always,others,Often,No,Rarely,Yes,3,Yes,5,4,Wide product selection,I don't have any problem with Amazon,600290
2023/06/04 10:24:47 PM GMT+5:30,42,Prefer not to say,Once a month,Home and Kitchen,Sometimes,Rarely,nan,First page,4,Yes,Always,High shipping costs,Often,Yes,Never,Yes,4,No,4,1,.,User interface ,894822
2023/06/04 7:23:21 PM GMT+5:30,27,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,nan,Multiple pages,4,No,Rarely,Found a better price elsewhere,Always,No,Rarely,No,2,Sometimes,4,1,Quick delivery,Nothing,806081
2023/06/07 9:35:23 PM GMT+5:30,40,Female,Less than once a month,Home and Kitchen;others,Yes,Few times a month,others,First page,1,Maybe,Sometimes,others,Sometimes,Yes,Moderately,No,1,Sometimes,3,4,Customer service,Add more familiar brands to the list,718308
2023/06/07 1:40:37 PM GMT+5:30,57,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,First page,4,No,Often,High shipping costs,Rarely,Yes,Never,Sometimes,3,No,5,1,Product recommendations,Nothing,435005
2023/06/06 7:40:53 PM GMT+5:30,56,Others,Once a month,Clothing and Fashion;Home and Kitchen,No,Rarely,categories,Multiple pages,3,No,Always,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,3,Yes,5,3,All the above,User interface ,237996
2023/06/04 9:48:15 PM GMT+5:30,28,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,nan,First page,5,Yes,Never,High shipping costs,Always,No,Moderately,Sometimes,2,Yes,4,4,Customer service,No problems with Amazon,568630
2023/06/12 4:03:59 PM GMT+5:30,49,Prefer not to say,Once a month,Clothing and Fashion,No,Multiple times a day,Keyword,First page,2,Yes,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Never,No,1,Sometimes,5,2,Customer service,User interface of app,966285
2023/06/11 11:04:17 PM GMT+5:30,19,Male,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a week,categories,First page,5,Maybe,Often,others,Rarely,No,Occasionally,No,4,Yes,3,4,Customer service ,Product quality and accuracy,252545
2023/06/10 2:41:51 PM GMT+5:30,46,Others,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,categories,First page,1,Yes,Always,High shipping costs,Never,Yes,Heavily,Sometimes,3,Sometimes,5,3,Customer service ,Product quality and accuracy,890268
2023/06/08 5:32:12 PM GMT+5:30,18,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,5,Yes,Sometimes,others,Always,No,Rarely,Sometimes,4,Yes,2,4,Product recommendations,User interface of app,648548
2023/06/06 7:08:47 PM GMT+5:30,34,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,categories,First page,3,Maybe,Never,Changed my mind or no longer need the item,Often,No,Heavily,No,4,Sometimes,4,2,Product recommendations,Reducing packaging waste,953594
2023/06/09 3:19:53 PM GMT+5:30,49,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,Keyword,First page,4,Yes,Never,others,Rarely,No,Never,Yes,3,Yes,3,4,Competitive prices,User interface ,252467
2023/06/07 6:18:37 PM GMT+5:30,67,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Rarely,Keyword,First page,5,Maybe,Rarely,Found a better price elsewhere,Never,Yes,Never,Sometimes,2,No,2,1,Customer service,better app interface and lower shipping charges,565900
2023/06/09 7:23:09 PM GMT+5:30,28,Prefer not to say,Few times a month,others,Yes,Rarely,Filter,Multiple pages,2,No,Rarely,others,Often,No,Moderately,Sometimes,5,No,3,4,Quick delivery,Reducing packaging waste,934992
2023/06/05 4:26:25 AM GMT+5:30,64,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,others,First page,5,Maybe,Always,Changed my mind or no longer need the item,Never,No,Never,Yes,1,No,2,3,Product recommendations,Scrolling option would be much better than going to next page,939792
2023/06/07 2:11:50 PM GMT+5:30,55,Male,Less than once a month,Home and Kitchen;others,Sometimes,Few times a week,Filter,First page,1,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,No,1,No,3,1,.,Quality of product is very poor according to the big offers,717158
2023/06/08 5:55:15 PM GMT+5:30,41,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Rarely,nan,First page,2,Yes,Never,others,Never,No,Occasionally,Sometimes,5,Sometimes,4,2,Competitive prices,.,535467
2023/06/11 11:15:03 PM GMT+5:30,32,Others,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Filter,First page,5,No,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,3,5,User-friendly website/app interface,Customer service responsiveness,131006
2023/06/11 2:07:39 PM GMT+5:30,3,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,nan,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,4,No,3,4,Wide product selection,Nothing,240555
2023/06/07 11:47:44 AM GMT+5:30,18,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Rarely,others,First page,1,No,Never,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,4,No,2,1,Customer service ,Scrolling option would be much better than going to next page,873606
2023/06/06 9:59:35 AM GMT+5:30,8,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Never,No,Rarely,Sometimes,1,Sometimes,5,5,Customer service ,User interface of app,953370
2023/06/11 10:49:49 PM GMT+5:30,18,Male,Few times a month,Beauty and Personal Care;others,No,Few times a month,nan,First page,2,Maybe,Sometimes,High shipping costs,Always,No,Rarely,Sometimes,4,Yes,3,1,User-friendly website/app interface,Product quality and accuracy,691568
2023/06/06 12:52:14 PM GMT+5:30,25,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,First page,5,Maybe,Never,High shipping costs,Never,No,Occasionally,No,4,No,2,1,Competitive prices,Quality of product is very poor according to the big offers,301804
2023/06/12 2:49:47 PM GMT+5:30,16,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Rarely,others,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Never,No,Rarely,Sometimes,2,Sometimes,2,5,Wide product selection,User interface of app,740079
2023/06/09 3:25:33 PM GMT+5:30,10,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,4,No,Rarely,Changed my mind or no longer need the item,Always,No,Moderately,No,4,Sometimes,2,1,Product recommendations,User interface of app,289784
2023/06/07 7:17:13 PM GMT+5:30,63,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,1,Yes,1,4,All the above,.,124029
2023/06/08 3:23:21 AM GMT+5:30,51,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,nan,First page,3,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Rarely,Yes,3,No,1,4,Product recommendations,Product quality and accuracy,615881
2023/06/08 6:00:50 PM GMT+5:30,3,Prefer not to say,Once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,categories,Multiple pages,5,Maybe,Never,others,Never,No,Moderately,Yes,5,Yes,4,2,Quick delivery,User interface of app,324443
2023/06/09 2:36:09 PM GMT+5:30,19,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,1,No,1,1,.,better app interface and lower shipping charges,368781
2023/06/10 2:41:51 PM GMT+5:30,53,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,3,No,Always,Found a better price elsewhere,Never,Yes,Never,No,5,No,5,3,User-friendly website/app interface,Scrolling option would be much better than going to next page,308642
2023/06/06 7:11:46 PM GMT+5:30,37,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,categories,First page,4,Maybe,Sometimes,others,Never,Yes,Heavily,Sometimes,1,Sometimes,2,3,Product recommendations,better app interface and lower shipping charges,535739
2023/06/09 4:32:56 PM GMT+5:30,13,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,nan,First page,1,Yes,Never,Found a better price elsewhere,Rarely,No,Heavily,Yes,3,Yes,2,1,Customer service ,Irrelevant product suggestions,732507
2023/06/08 10:54:00 AM GMT+5:30,21,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,others,First page,5,Maybe,Rarely,High shipping costs,Rarely,No,Moderately,Yes,3,No,3,1,Quick delivery,I don't have any problem with Amazon,403954
2023/06/08 4:29:56 PM GMT+5:30,58,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,others,Multiple pages,5,Yes,Always,others,Always,No,Rarely,Sometimes,4,Sometimes,1,5,Customer service ,.,559683
2023/06/12 2:43:30 PM GMT+5:30,43,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,others,First page,4,Yes,Always,Found a better price elsewhere,Often,No,Never,No,1,Sometimes,1,5,User-friendly website/app interface,Shipping speed and reliability,900159
2023/06/08 5:19:56 PM GMT+5:30,15,Others,Once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,nan,Multiple pages,2,Yes,Often,High shipping costs,Sometimes,Yes,Never,Yes,3,No,4,3,Quick delivery,.,176381
2023/06/08 5:25:27 PM GMT+5:30,42,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Rarely,others,First page,2,Yes,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,4,No,1,1,All the above,better app interface and lower shipping charges,215724
2023/06/08 5:33:12 PM GMT+5:30,64,Others,Less than once a month,Beauty and Personal Care;others,No,Few times a week,nan,Multiple pages,5,Maybe,Never,Found a better price elsewhere,Rarely,No,Occasionally,Yes,5,Sometimes,1,1,All the above,I don't have any problem with Amazon,397904
2023/06/09 10:26:51 AM GMT+5:30,41,Female,Once a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,4,Yes,Always,others,Sometimes,Yes,Never,Yes,2,Yes,3,3,Customer service ,Nothing,394484
2023/06/06 7:40:53 PM GMT+5:30,16,Others,Few times a month,Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,5,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Never,No,5,No,3,3,Customer service,Nil,693030
2023/06/05 2:17:45 PM GMT+5:30,65,Prefer not to say,Few times a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,categories,First page,5,No,Rarely,Found a better price elsewhere,Sometimes,No,Rarely,Yes,4,Sometimes,5,2,All the above,Scrolling option would be much better than going to next page,733205
2023/06/06 10:17:06 AM GMT+5:30,28,Others,Less than once a month,Beauty and Personal Care;others,Yes,Multiple times a day,Filter,First page,3,Yes,Always,High shipping costs,Sometimes,No,Heavily,No,2,No,4,5,All the above,better app interface and lower shipping charges,430769
2023/06/08 5:25:40 PM GMT+5:30,40,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Multiple times a day,categories,First page,3,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,5,Yes,1,4,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,398573
2023/06/08 5:35:25 PM GMT+5:30,23,Female,Few times a month,others,Sometimes,Few times a week,categories,First page,5,Yes,Sometimes,others,Sometimes,No,Rarely,No,2,No,3,4,Customer service,better app interface and lower shipping charges,109326
2023/06/08 5:36:14 PM GMT+5:30,17,Others,Less than once a month,Beauty and Personal Care;others,Yes,Few times a month,nan,First page,2,No,Never,High shipping costs,Sometimes,No,Never,Sometimes,5,Yes,4,1,Competitive prices,.,580557
2023/06/07 3:13:52 PM GMT+5:30,4,Others,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Keyword,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,2,Sometimes,5,2,Product recommendations,Product quality and accuracy,931243
2023/06/11 11:25:09 PM GMT+5:30,12,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,4,No,Often,others,Always,No,Occasionally,No,1,No,1,1,Competitive prices,better app interface and lower shipping charges,310064
